seed,strategy,N,k0,activity_group,chosen_template,qualified_pair,delta_time_per_source_s,delta_total_s,baseline_clear_failures,candidate_clear_failures,movement_gain_m,hindsight_gap_m,regret_capture_ratio,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,delta_movement_s,delta_measurement_s,delta_switch_s,delta_clear_success_s,delta_clear_failure_s
52000994,M,13,5,10+,6,True,-15.182373153846129,-197.37085099999967,2,0,971.8542556616903,1490.3406020901748,0.6521021129657764,-971.8542556616903,1,-2,-2,-2,-194.3708511323366,5.0,-2.0,0.0,-6.0
52000996,J,15,6,10+,6,True,-12.762994200000009,-191.44491300000027,0,2,967.2245638772984,2860.233343463751,0.338162816711306,-967.2245638772984,-1,1,2,2,-193.44491277546103,-5.0,1.0,0.0,6.0
52000996,M,15,6,10+,6,True,-12.762994200000009,-191.44491300000027,0,2,967.2245638772984,2860.233343463751,0.338162816711306,-967.2245638772984,-1,1,2,2,-193.44491277546103,-5.0,1.0,0.0,6.0
52000998,J,10,4,10+,6,True,-32.97908729999995,-329.7908729999999,2,2,1673.9543665260153,3322.523814129192,0.5038201259558905,-1673.9543665260153,1,0,0,0,-334.79087330520224,5.0,0.0,0.0,0.0
52000998,M,10,4,10+,6,True,-43.13679829999995,-431.36798299999964,2,2,2106.8399143421684,3322.523814129192,0.6341082960437275,-2106.8399143421684,-2,0,0,0,-421.3679828684326,-10.0,0.0,0.0,0.0
52000995,J,14,7,10+,6,True,-25.1071817142857,-351.500544,2,2,1652.5027176868898,1997.6505030732387,0.8272231379536288,-1652.5027176868898,-3,-6,0,0,-330.5005435373764,-15.0,-6.0,0.0,0.0
52000995,M,14,7,10+,6,True,-23.831008499999967,-333.6341189999998,2,4,1483.1705919265842,1997.6505030732387,0.7424574967667442,-1483.1705919265842,-7,-8,2,2,-296.63411838531556,-35.0,-8.0,0.0,6.0
52000997,J,16,9,10+,6,True,-17.111315187499997,-273.78104299999995,1,0,1118.9052142205255,2377.6269073502135,0.47059747295151044,-1118.9052142205255,-9,-2,-1,-1,-223.78104284410256,-45.0,-2.0,0.0,-3.0
52000997,M,16,9,10+,6,True,-17.7874896875,-284.599835,1,0,1137.999174104987,2377.6269073502135,0.4786281525444417,-1137.999174104987,-10,-4,-1,-1,-227.5998348209946,-50.0,-4.0,0.0,-3.0
52000999,J,11,7,10+,6,True,-30.8571409090909,-339.4285500000001,4,2,1412.1427510635367,2247.4067882228264,0.628343190233136,-1412.1427510635367,-9,-6,-2,-2,-282.42855021270816,-45.0,-6.0,0.0,-6.0
52000999,M,11,7,10+,6,True,-30.8571409090909,-339.4285500000001,4,2,1412.1427510635367,2247.4067882228264,0.628343190233136,-1412.1427510635367,-9,-6,-2,-2,-282.42855021270816,-45.0,-6.0,0.0,-6.0
